,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E3,E30,E31,E32,E33,E34,E35,E36,E37,E38,E4,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E5,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E6,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E7,E70,E71,E72,E73,E74,E75,E8,E9,XH221,XH222,XH227,XH228,XH229,XH232,XH234,XH235,XH236,XH237,XH238,XH239_2,XH240,XH241,XH243,XH249,XH250_2,XH251,XH253,XH254,XH255,XH256,XH257,XH258,XH259,XH260,XH261,XH262,XH265,XH272,XH273,XH274,XH427_1,XH427_2
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__SC.I.84.g__SC.I.84,0,0.000700061,0,0.000935065,0.000200526,0.000188951,0.001082119,0.001462541,0,0.000169778,0,0.000238695,0.001228713,0,0.001311882,0.00057432,0.000827969,0.000500526,0.001274769,0.002584552,0.000744714,0.000210609,0.000142606,0.00010962,0.000638529,0,0,0,0,0,0,0,0.000106976,0.001715413,0.000789841,0.002809811,0.001065341,0,0,0,0,0,0,0.000749424,0,0,0,0,0,0,0,0,0,0,0.001249366,0,0,0,0.000528215,0,0,0,0,0,0,0,0,0,0,0,0,0.000519078,0,0.000306143,0,0,0,0,0,0,0.000324834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142801,0,0,0,0,0,0.000170394,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161489,0,0.002746062,0.003600493,0.001870557,0.004280958,0.002436251,0,0.001865092,0.000376506,0.002705177,0.002595476,0.001778173,0.002483533,0.002520454,0.002191335,0.000772101,0,0.000928122,0.003978265,0,0.000807521,0.00252419,0.002042901,0,0.000928207,0.002312139,0.002057981,0,0,0.001518696,0.002641108,0.003784524,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002381278,0,0,0.000591862,0.001496446,0.001109878,0.000568459,0,0.000854834,0,0.000291327,0.000278087,0,0.002051614,0.001551049,0.001001753,0.000686312,0,0,0.001358432,0,0,0,0,0,0,0.000289017,0,0,0,0.000164183,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__uncultured,0,0,0,0.000124675,0,0,0,0,0,0,0,0,0.000101547,0,0.000118434,0,0,0,0,0,0.000150956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000461441,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__TRA3.20.g__TRA3.20,0.000210643,0.001154155,0,0.004218182,0.000295511,0.000506734,0.000969823,0.000835738,0,0.001088574,0,0.00052513,0.002721448,0,0.003972086,0.002004703,0.003249777,0.002185971,0.002396565,0.002700593,0.002203951,0.000240696,0.000104578,0.000118052,0.001308462,0.000278314,0,0,0,0,0,0,0.000379278,0.003014226,0.000334164,0.00439033,0.000908673,0,0,0,0,0,0,0.000827722,0,0,0,0,0,0,0,0,0,0,0.001063817,0,0,0,0.000966732,0,0,0,0,0,0,0,0,0,0,0,0,0.001226913,0.000480207,0.000855089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cardiobacteriales.f__Wohlfahrtiimonadaceae.g__Ignatzschineria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000593888,0,0,0,0,0,0,0,0,0.000252419,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__CCD24.f__CCD24.g__CCD24,0,0,0,0.000114286,0,0,0,0.000189036,0,0,0,0,0.00015232,0,0.000191316,0,0,0,0,0.000189885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__Cellvibrio,0,0,0,0.000197403,0,0,0,0,0,0,0,0,0,0,0.00030064,0,0,0,0.000152972,0.000116041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295931,0,0,0.000649667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Halieaceae.__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000299289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Halieaceae.g__OM60.NOR5._clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000243625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000546908,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Coxiellales.f__Coxiellaceae.g__Coxiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Diplorickettsiales.f__Diplorickettsiaceae.g__Aquicella,0,0,0,0.000446753,0,0,0,0,0,0,0,0,0,0,0.000646831,0.000238397,0.000144895,0.000112363,0,0,0.000100637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Diplorickettsiales.f__Diplorickettsiaceae.g__uncultured,0,0,0,0.000218182,0,0,0,0,0,0,0,0,0,0,0.000273309,0,0,0,0,0.000232082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000966261,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.__.__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.__,0.000114896,0,0.000138783,0.000249351,0,0.000180363,0,0,0,0,0,0.000133669,0,0,0,0,0,0.000102148,0,0,0,0,0.000123592,0,0,0,0.000121129,0.012089541,0.00016007,0.000111668,0,0.000133519,0.000778006,0,0,0,0,0.000167349,0,0.000522779,0,0,0,0.000257265,0,0,0,0,0,0,0.00052503,0,0,0,0.000284509,0,0,0,0,0,0,0,0,0.000207526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002071517,0.002768425,0.003805296,0.001867793,0,0.000388561,0.002786145,0.003828866,0.003707824,0,0.002699492,0,0,0.001458414,0,0.000721873,0,0.001029132,0.004095288,0.003197308,0.000544774,0,0,0,0.001073729,0,0,0,0.000425985,0.005153394,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Citrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000300683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Enterobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001030601,0,0,0.000362657,0.002334337,0.000790744,0,0,0.000701868,0,0,0.00047184,0,0,0,0,0,0.000546908,0.00040858,0,0,0,0,0,0,0.001149284,0,0.001046783,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.Shigella,0,0,0,0.000384416,0,0,0.000112295,0,0,0,0,0,0,0,0.000209537,0,0,0,0,0,0,0,0,0,0,0,0,0.007475608,0,0.000538038,0,0.000123982,0,0,0.00013164,0,0,0,0,0.000171091,0.00072706,0,0,0,0,0,0,0,0,0.000625592,0.000578604,0.000535021,0.013875421,0.000641045,0,0.000517892,0.000327317,0.000363791,0.000508282,0.000554441,0.000198236,0.000386924,0,0.000148233,0,0,0.001050189,0,0,0,0,0.000103816,0,0,0.000383194,0.004491547,0,0.01647349,0.009427609,0.014428413,0.007796005,0,0.003108486,0.005496988,0.010654237,0.004912866,0.000555679,0.012363676,0.002326573,0.004007012,0.005361815,0,0.000928122,0,0.008206671,0.007152333,0.013546487,0.007082057,0,0.00271322,0,0.005144953,0,0,0.013627222,0.012055378,0.019566793,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Klebsiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000559893,0.000286441,0.000335005,0,0,0,0,0,0,0,0,0,0,0.000311597,0,0,0,0,0,0,0,0,0.000388626,0.000471456,0.005082698,0.007927384,0.000384627,0,0.000288824,0.000175633,0.000582066,0.000418585,0.000493957,0.000208147,0.000396361,0,0,0.000698229,0,0.000530095,0,0,0,0,0,0,0,0.00054742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000775524,0,0,0,0,0,0,0.001038242,0,0,0,0.000606904,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Mangrovibacter,0,0,0,0,0,0,0.000316469,0.000208934,0,0.00038949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171599,0.023111139,0.00016007,0.000131972,0.000298393,0.000534076,0,0.000196047,0,0,0,0.00021657,0,0.00073189,0,0,0,0.000257265,0,0,0,0,0,0,0.000900051,0,0,0,0,0,0,0,0,0,0,0,0,0.000612697,0,0,0,0,0,0,0,0,0,0.000105567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Pseudocitrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004152968,0,0.003813415,0,0.001071008,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Raoultella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000499417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Erwiniaceae.g__Pantoea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Hafniaceae.g__Hafnia.Obesumbacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542692,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae.g__Morganella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002218835,0,0,0,0,0,0,0,0,0,0,0,0.000114061,0,0,0,0,0,0,0,0,0,0,0.000117864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae.g__Proteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000790744,0.00041713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae.g__Serratia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002018673,0,0.001233046,0,0,0,0,0,0,0.004453138,0,0,0,0.000775524,0,0,0,0,0,0,0.001095922,0,0,0,0,0,0,0,0,0.000328367,0,0.000483131,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__Acidibacter,0,0.000567617,0,0.001153247,0,0.000618387,0.000316469,0.00067655,0,0,0,0,0.000924074,0,0.001011242,0.00066101,0.000662375,0.000817185,0.000469115,0.001687871,0.00054344,0,0,0,0.000282628,0,0,0,0,0,0,0,0.000301477,0.000257312,0.000364542,0.001053679,0.000668449,0,0,0,0,0,0,0.000134225,0,0,0,0,0,0,0,0,0,0,0.001175146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__Unknown_Family,0,0,0,0,0,0,0,0,0,0,0,0,0.00015232,0,0,0,0,0,0,0.000116041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000493218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__KI89A_clade.f__KI89A_clade.g__KI89A_clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000799327,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae.g__Legionella,0,0,0,0.000322078,0,0,0,0,0,0,0,0,0,0,0.000209537,0,0.000165594,0.000132793,0,0.000137139,0.000120764,0,0,0,0.00013608,0,0,0,0,0,0,0,0,0,0,0.000117075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Nitrosococcaceae.g__AqS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000497683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas,0,0,0,0,0,0,0.00015313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002150036,0,0,0,0,0,0.003412308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043467052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000497683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000504668,0,0,0,0.000475662,0,0,0,0,0.001290161,0.00083426,0,0.001673685,0,0,0,0,0.009229659,0,0,0.000346081,0,0.000476677,0,0,0,0,0,0,0.002216476,0.0028541,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Pasteurella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001067192,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__PLTA13.f__PLTA13.g__PLTA13,0,0,0,0.000187013,0,0,0,0,0,0,0,0,0,0,0.000145765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017304,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter,0.093870282,0.023253394,0.068888349,0.209184416,0.513873205,0.653059296,0.588488709,0.052910158,0.061038369,0.105751466,0.671456928,0.040244042,0.122820557,0.128222536,0.062405481,0.501424965,0.058816833,0.064159269,0.049756774,0.018503281,0.051083358,0.604216185,0.040024718,0.01276646,0.067056065,0.148523498,0.083578956,0.069903678,0.031407437,0.038038292,0.37761677,0.040914033,0.03497136,0.380735912,0.7533467,0.239899315,0.530153326,0.258692314,0.592095362,0.103728839,0.611891678,0.872187054,0.052398047,0.046151093,0.093065163,0.107397683,0.04491184,0.039851288,0.068590923,0.077952607,0.114767272,0.484110805,0.272700009,0.32636074,0.017565344,0.251705558,0.835575319,0.444947978,0.043164105,0.082158086,0.597353553,0.727624476,0.03357291,0.61773658,0.110009892,0.408927146,0.133824088,0.10794947,0.075261547,0.480739769,0.248057543,0.026001114,0.593922248,0.586422034,0.000191597,0,0.001686178,0.004636252,0.001047512,0.003646742,0.194900114,0.001857202,0,0.037801205,0.002913268,0.00190026,0.010113359,0.001997624,0.012292063,0,0.002959722,0,0.005465608,0.003590142,0.001899937,0.024456365,0.001051746,0.001906708,0,0.000856806,0.018099711,0.001073729,0,0.0054779,0.013955588,0.001235357,0.023673404,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Enhydrobacter,0,0,0.000312261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001275312,0,0,0,0,0,0,0,0,0,0,0,0.002034085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957831,0,0,0.000889086,0,0,0,0,0.001216545,0,0,0,0,0,0,0.936634277,0.726214701,0.004299133,0.016419112,0.057943126,0.011270621,0,0.000511182,0,0.003924989
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Psychrobacter,0.000555332,0.000397332,0.000555131,0.000353247,0.000970966,0.000781572,0.001000449,0.003810566,0.003257117,0.020563062,0.000860829,0.000401008,0.001096703,0.0010953,0.000665051,0,0,0,0,0.001234255,0.001741021,0,0.000266198,0,0,0,0,0,0,0,0,0,0.000175051,0.005219757,0,0,0,0,0,0,0,0,0,0.000335563,0,0,0,0,0,0,0,0,0,0,0.002028674,0,0,0,0,0,0,0,0,0,0,0.005547481,0,0,0,0,0,0,0.001576332,0.001161232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615688,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001682793,0,0,0,0,0,0,0,0,0,0,0
